# shape:(30000, 2) range:[-5, +5]
-3.152208242593261267e-01,-8.741779873119059907e-02
-7.958298588505349214e-01,-7.500908363457129413e-01
4.480753916226961620e-01,7.153469919566297630e-01
-1.109000521377347281e+00,-1.173989657144449250e+00
-1.345547727633275459e+00,-5.369142280632025477e-01
1.875709365585777721e+00,1.605137968498380641e+00
-1.021596751441596229e+00,-4.811274363649302166e-01
-4.057635637150026620e-01,-8.041470674014725706e-01
-3.908868792055579244e-01,-3.124041629339293635e-01
5.873257994310865371e-01,3.601627520350752509e-01
-2.403140292989602855e-01,2.797872404414317726e-01
-2.424654331468661383e-01,-3.174658176746802396e-01
-9.384720508385376858e-01,-5.037941484185692875e-01
2.581311214611258453e+00,2.343938061778400250e+00
-1.813782169607261352e+00,-1.755551895764751347e+00
-1.181271622119166143e+00,-4.285530776505809825e-01
5.401095987551141064e-01,2.224947264842914996e-02
-2.181865740828198508e+00,-1.978258993036954738e+00
-3.910360880408534148e-03,8.348518778060408721e-03
2.301670641358949609e+00,1.165432977015583571e+00
2.891282509530569977e-01,1.968091800434010330e-01
1.357107361385884836e+00,9.982810133882109582e-01
4.237349385938069535e-01,6.308036858851960860e-01
1.139019755022685265e+00,1.326261426427511214e+00
2.281612727622736259e+00,2.053641120099078510e+00
1.264683481129937004e+00,9.051440859596440180e-01
2.974044003674293446e+00,2.840382798152524479e+00
-2.619635165268431320e-01,1.413581731475779535e-01
-1.447128918362945438e+00,-1.297081972993495702e+00
-6.569338826948826204e-01,-1.106167688273144156e+00
-1.153673358721160058e+00,-1.548786128339468160e+00
6.242115577762142875e-01,1.074684048900391264e+00
-2.009787103119660134e+00,-1.654256103308865189e+00
-7.573855598985774762e-01,-4.467716448760944425e-01
1.155081285414663705e+00,1.198832975121361999e+00
2.389263234952997639e+00,1.869255565649123429e+00
-5.140948992622355884e-02,-5.953505913911105729e-01
-7.850018214539661310e-01,-1.137271233389478109e+00
-1.602953887496847196e+00,-1.313894958859866957e+00
