# shape:(30000, 2) range:[-5, +5]
-3.193251537618549407e-01,7.673119437815799637e-01
2.577588082772965361e+00,-2.522524222462487309e+00
8.412391657779429988e-01,-7.384107230799566990e-01
5.038512993812891416e-01,-3.234927344523614856e-01
-1.129342035322825399e+00,1.117764827996339472e+00
-7.940357877614871995e-01,7.184602163677267228e-01
1.178506828792032612e+00,-1.047368504966160074e+00
-7.157395546321346780e-01,9.112961396141014969e-01
-4.487854056868765262e-01,3.052249426512249619e-01
1.268680225436757292e+00,-1.093260526203968741e+00
1.262757240971402073e+00,-1.353780799492192877e+00
-2.452005463348890579e+00,2.508373427007957179e+00
-4.613597250551798035e-01,4.615339130654853572e-01
-1.201245961332772505e-01,-3.032027139977706010e-01
-7.374118338630962777e-01,5.672606500245480632e-01
1.164483239414669136e+00,-1.494585346735498810e+00
5.213442019498595315e-01,-3.109199063795265450e-01
1.154958540869214900e+00,-1.516563424540525507e+00
-1.177604061506370703e-01,1.876700472918353679e-01
-1.403861384662445477e+00,7.958362809193966214e-01
-6.671872045913050941e-01,3.553366532201240324e-01
6.158244447214420436e-01,-3.531967752726480891e-01
-9.875667279737434523e-01,6.821915159470829382e-01
-8.578900242915105112e-01,1.022080036437458483e+00
6.282654523637413169e-01,-3.589146606005955142e-01
9.845470720427708100e-01,-5.255769931120778393e-01
2.099716343287926890e+00,-2.081472393128216414e+00
2.244199194690709998e-01,2.938194808767599642e-02
-9.917924816683567624e-01,1.253517907605885107e+00
7.307487789254176747e-01,-9.812003959214362636e-01
1.059440239743799195e+00,-1.238619475837694051e+00
-1.095606231898979432e+00,1.240338267752105539e+00
8.738536985367353349e-01,-1.067604755208931167e+00
2.320175632161404433e+00,-2.489685756401502470e+00
-4.172633142864824451e-01,6.367090103192277750e-01
-2.516306084883913385e+00,2.134412512120930749e+00
2.198546373866623327e-01,-2.368832495642514968e-01
-1.192378475709756913e-01,6.670475582300923190e-01
2.202326674256593453e+00,-2.036971323504054521e+00
1.142802875515901428e-01,-2.324285673945427344e-01
-6.429851224714840940e-01,6.772256736766469887e-01
1.094022393161390605e+00,-1.408518702807441514e+00
1.303776566315645979e+00,-1.039200071729065256e+00
-9.404727427685352081e-01,2.257392760573534995e-01
-1.087519400167527905e+00,9.403124181737163578e-01
-4.845426875766796204e-01,-1.728538348846031247e-01
5.688786803496844735e-01,-4.987659110692193587e-01
-1.000772671758542315e-01,-2.869681323085715441e-01
-4.066481940238139137e-01,3.929803965526634246e-01
-6.642862705684303704e-01,3.850492989070477545e-01
-8.886324076637363012e-01,3.713425597831646607e-01
1.014146996848811044e+00,-7.994274810407023812e-01
-9.292657903119322382e-02,-2.343480735907839951e-01
-6.748360842692914252e-01,4.886437905487954203e-01
6.809460599051037066e-01,-9.652374012580007268e-01
-5.431896699573952603e-01,-1.687695153003754001e-01
-5.015292462572936705e-01,4.467010726660567421e-01
